EnergyDCTDelta,EnergyIDCTDelta,EnergyFFTDelta,EnergyIFFTDelta,EnergyDWTcADelta,EnergyDWTcDDelta,EnergySTFTDelta,EnergyWVDDelta,EnergyDCTTheta,EnergyIDCTTheta,EnergyFFTTheta,EnergyIFFTTheta,EnergyDWTcATheta,EnergyDWTcDTheta,EnergySTFTTheta,EnergyWVDTheta,EnergyDCTAlphaLow,EnergyIDCTAlphaLow,EnergyFFTAlphaLow,EnergyIFFTAlphaLow,EnergyDWTcAAlphaLow,EnergyDWTcDAlphaLow,EnergySTFTAlphaLow,EnergyWVDAlphaLow,EnergyDCTAlphaHigh,EnergyIDCTAlphaHigh,EnergyFFTAlphaHigh,EnergyIFFTAlphaHigh,EnergyDWTcAAlphaHigh,EnergyDWTcDAlphaHigh,EnergySTFTAlphaHigh,EnergyWVDAlphaHigh,EnergyDCTBetaLow,EnergyIDCTBetaLow,EnergyFFTBetaLow,EnergyIFFTBetaLow,EnergyDWTcABetaLow,EnergyDWTcDBetaLow,EnergySTFTBetaLow,EnergyWVDBetaLow,EnergyDCTBetaHigh,EnergyIDCTBetaHigh,EnergyFFTBetaHigh,EnergyIFFTBetaHigh,EnergyDWTcABetaHigh,EnergyDWTcDBetaHigh,EnergySTFTBetaHigh,EnergyWVDBetaHigh,EnergyDCTGammaLow,EnergyIDCTGammaLow,EnergyFFTGammaLow,EnergyIFFTGammaLow,EnergyDWTcAGammaLow,EnergyDWTcDGammaLow,EnergySTFTGammaLow,EnergyWVDGammaLow,EnergyDCTGammaMid,EnergyIDCTGammaMid,EnergyFFTGammaMid,EnergyIFFTGammaMid,EnergyDWTcAGammaMid,EnergyDWTcDGammaMid,EnergySTFTGammaMid,EnergyWVDGammaMid,Level
4.30E+16,3.78E+16,1.89E+16,5.43E+12,1.73E+14,1.47E+14,2.457627119,7.02E+31,3.50E+17,2.99E+17,1.49E+17,4.29E+13,1.73E+15,1.08E+15,2.457627119,7.27E+32,6.75E+17,5.30E+17,2.65E+17,7.61E+13,2.82E+15,1.67E+15,2.457627119,1.40E+33,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.20E+14,2.457627119,2.30E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.82E+14,2.457627119,6.03E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.00E+14,2.457627119,3.72E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,7.20E+31,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,7.20E+31,1
1.35E+17,1.11E+17,5.55E+16,1.59E+13,5.52E+14,3.88E+14,2.457627119,2.20E+32,3.95E+17,3.15E+17,1.66E+17,4.77E+13,2.40E+15,6.96E+14,2.457627119,8.03E+32,3.45E+17,2.82E+17,1.49E+17,4.28E+13,1.27E+15,1.25E+15,2.457627119,7.47E+32,3.45E+17,2.82E+17,1.49E+17,4.28E+13,1.27E+15,1.26E+15,2.457627119,7.14E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.51E+14,8.34E+14,2.457627119,4.53E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.63E+14,5.60E+14,2.457627119,2.95E+32,1.05E+17,9.96E+16,4.98E+16,1.43E+13,4.22E+14,4.22E+14,2.457627119,2.24E+32,6.88E+16,6.64E+16,3.32E+16,9.54E+12,2.82E+14,2.81E+14,2.457627119,1.43E+32,1
7.95E+16,7.06E+16,3.53E+16,1.01E+13,3.17E+14,2.81E+14,2.457627119,1.42E+32,3.94E+17,3.32E+17,1.66E+17,4.77E+13,1.43E+15,1.39E+15,2.457627119,8.03E+32,4.34E+17,3.65E+17,1.82E+17,5.24E+13,1.84E+15,1.25E+15,2.457627119,9.31E+32,3.89E+17,3.32E+17,1.66E+17,4.76E+13,1.41E+15,1.40E+15,2.457627119,8.17E+32,2.20E+17,1.99E+17,9.94E+16,2.86E+13,1.12E+15,5.60E+14,2.457627119,4.53E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.05E+32,3.01E+17,2.65E+17,1.32E+17,3.81E+13,1.41E+15,8.40E+14,2.457627119,6.25E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.97E+31,1
8.04E+16,7.09E+16,3.54E+16,1.02E+13,3.24E+14,2.77E+14,2.457627119,1.43E+32,2.63E+17,2.32E+17,1.16E+17,3.33E+13,1.27E+15,6.94E+14,2.457627119,5.44E+32,5.27E+17,4.31E+17,2.15E+17,6.19E+13,2.39E+15,1.26E+15,2.457627119,1.10E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.27E+15,7.00E+14,2.457627119,5.40E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.00E+14,2.457627119,3.74E+32,3.44E+17,2.98E+17,1.49E+17,4.29E+13,1.55E+15,9.82E+14,2.457627119,7.36E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.41E+15,1.40E+15,2.457627119,8.02E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.97E+31,1
4.53E+16,3.93E+16,1.97E+16,5.65E+12,1.82E+14,1.51E+14,2.457627119,7.30E+31,5.34E+17,4.15E+17,2.16E+17,6.20E+13,2.42E+15,1.24E+15,2.457627119,1.12E+33,3.45E+17,2.98E+17,1.49E+17,4.29E+13,1.27E+15,1.26E+15,2.457627119,8.17E+32,3.45E+17,2.98E+17,1.49E+17,4.29E+13,1.55E+15,9.80E+14,2.457627119,7.15E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.80E+14,2.457627119,5.39E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.81E+14,2.457627119,5.60E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.23E+32,3.38E+16,3.32E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.99E+31,1
1.90E+17,1.68E+17,8.41E+16,2.42E+13,1.01E+15,4.14E+14,2.457627119,3.75E+32,2.61E+17,2.32E+17,1.16E+17,3.34E+13,9.94E+14,9.74E+14,2.457627119,5.46E+32,1.42E+17,1.33E+17,6.63E+16,1.91E+13,5.63E+14,5.62E+14,2.457627119,2.94E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.03E+14,7.02E+14,2.457627119,3.79E+32,6.87E+16,4.98E+16,3.32E+16,9.53E+12,5.62E+14,1129482546,2.457627119,1.42E+32,2.19E+17,1.99E+17,9.93E+16,2.85E+13,8.43E+14,8.40E+14,2.457627119,4.53E+32,2.59E+17,2.15E+17,1.16E+17,3.33E+13,1.26E+15,7.00E+14,2.457627119,5.39E+32,9.35E+11,5.54E+11,2.98E+11,85509034.27,4346744214,699492217.5,2.457627119,1.78E+21,1
4.06E+17,3.34E+17,1.67E+17,4.80E+13,1.77E+15,1.06E+15,2.457627119,8.07E+32,8.37E+17,6.30E+17,3.15E+17,9.05E+13,3.80E+15,1.54E+15,2.457627119,1.73E+33,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.04E+14,7.01E+14,2.457627119,3.75E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.01E+14,2.457627119,3.74E+32,6.87E+16,6.63E+16,3.32E+16,9.52E+12,2.81E+14,2.81E+14,2.457627119,1.49E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.93E+32,6.87E+16,6.64E+16,3.32E+16,9.54E+12,2.81E+14,2.81E+14,2.457627119,1.42E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.40E+14,1.40E+14,2.457627119,6.98E+31,1
3.09E+17,2.66E+17,1.33E+17,3.83E+13,1.42E+15,8.34E+14,2.457627119,6.32E+32,5.78E+17,4.64E+17,2.32E+17,6.66E+13,2.53E+15,1.40E+15,2.457627119,1.19E+33,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.04E+14,7.01E+14,2.457627119,3.73E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,1.40E+15,2.80E+14,2.457627119,3.72E+32,1.05E+17,9.95E+16,4.99E+16,1.43E+13,8.44E+14,2.82E+14,2.457627119,2.30E+32,1.81E+17,1.66E+17,8.31E+16,2.39E+13,9.85E+14,4.23E+14,2.457627119,3.86E+32,3.40E+16,3.32E+16,1.66E+16,4.78E+12,5.62E+14,6.12E+11,2.457627119,7.21E+31,3.37E+16,3.31E+16,1.66E+16,4.76E+12,5.61E+14,93092298408,2.457627119,7.19E+31,1
5.04E+16,4.40E+16,2.20E+16,3.26E+13,4.46E+14,4.01E+14,1.211538462,4.51E+31,1.52E+16,1.46E+16,7.30E+15,1.08E+13,1.41E+14,1.40E+14,1.211538462,1.43E+31,3.14E+16,2.92E+16,1.46E+16,2.16E+13,2.81E+14,2.80E+14,1.211538462,3.07E+31,3.15E+16,2.92E+16,1.46E+16,2.16E+13,2.81E+14,2.80E+14,1.211538462,2.87E+31,1.92E+11,1.20E+11,59880799654,88581064.58,1893051444,410056235.5,1.211538462,1.49E+20,3.15E+16,2.92E+16,1.46E+16,2.16E+13,5.61E+14,678052838,1.211538462,2.87E+31,1.52E+16,1.46E+16,7.30E+15,1.08E+13,1.40E+14,1.40E+14,1.211538462,1.43E+31,1.42E+11,95465326424,47732663212,70610448.54,1382985677,452885985,1.211538462,9.49E+19,1
3.14E+17,2.68E+17,1.34E+17,3.85E+13,1.46E+15,8.13E+14,2.457627119,6.33E+32,5.79E+17,4.64E+17,2.32E+17,6.67E+13,2.81E+15,1.12E+15,2.457627119,1.19E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,4.07E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,9.83E+14,4.21E+14,2.457627119,3.79E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,8.42E+14,2.81E+14,2.457627119,2.93E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.80E+14,2.457627119,5.50E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.41E+14,1.40E+14,2.457627119,7.19E+31,3.38E+16,3.32E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.99E+31,1
2.68E+17,2.34E+17,1.17E+17,3.36E+13,1.29E+15,6.92E+14,2.457627119,5.72E+32,2.20E+17,1.99E+17,9.95E+16,2.86E+13,8.50E+14,8.37E+14,2.457627119,4.61E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.42E+14,2.457627119,4.54E+32,6.87E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.44E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.61E+14,5.61E+14,2.457627119,2.95E+32,6.87E+16,4.97E+16,3.32E+16,9.53E+12,2.81E+14,2.81E+14,2.457627119,1.49E+32,1.42E+17,1.16E+17,6.62E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,3.00E+32,7.67E+11,4.98E+11,2.65E+11,76265763.27,3082127725,1421019353,2.457627119,2.32E+21,1
1.89E+17,1.68E+17,8.41E+16,2.42E+13,7.27E+14,6.98E+14,2.457627119,3.73E+32,4.83E+17,3.98E+17,1.99E+17,5.72E+13,1.98E+15,1.40E+15,2.457627119,9.99E+32,3.02E+17,2.65E+17,1.33E+17,3.81E+13,1.13E+15,1.12E+15,2.457627119,6.38E+32,3.02E+17,2.65E+17,1.33E+17,3.81E+13,1.41E+15,8.40E+14,2.457627119,6.24E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.63E+14,5.60E+14,2.457627119,2.93E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.82E+14,2.79E+14,2.457627119,1.42E+32,2.07E+12,1.39E+12,6.95E+11,199674800.6,9365504809,2429273595,2.457627119,2.12E+22,6.85E+16,6.62E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.49E+32,1
2.32E+17,2.03E+17,1.01E+17,2.91E+13,8.98E+14,8.24E+14,2.457627119,4.56E+32,2.62E+17,2.32E+17,1.16E+17,3.33E+13,9.93E+14,9.73E+14,2.457627119,5.44E+32,6.87E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,3.01E+17,2.65E+17,1.32E+17,3.81E+13,1.12E+15,1.12E+15,2.457627119,6.23E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.62E+14,5.61E+14,2.457627119,2.95E+32,7.79E+17,5.96E+17,2.98E+17,8.57E+13,3.79E+15,1.54E+15,2.457627119,1.62E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.54E+15,4.20E+14,2.457627119,5.50E+32,6.85E+16,6.62E+16,3.31E+16,9.51E+12,5.61E+14,905214386.5,2.457627119,1.41E+32,1
2.76E+17,2.36E+17,1.18E+17,3.38E+13,1.44E+15,8.34E+14,2.457627119,5.41E+32,8.41E+17,6.30E+17,3.15E+17,9.05E+13,4.27E+15,1.35E+15,2.457627119,1.75E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.06E+14,6.98E+14,2.457627119,3.72E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,1.13E+15,5.57E+14,2.457627119,4.60E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.83E+15,7.01E+14,2.457627119,7.14E+32,5.26E+17,4.30E+17,2.15E+17,6.18E+13,2.11E+15,1.54E+15,2.457627119,1.09E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.84E+14,9.81E+14,2.457627119,5.39E+32,1.95E+12,1.45E+12,7.23E+11,207603653.4,7973179752,4279172290,2.457627119,4.94E+22,1
1.55E+17,1.37E+17,6.84E+16,1.96E+13,6.06E+14,5.53E+14,2.457627119,2.97E+32,4.82E+17,3.98E+17,1.99E+17,5.72E+13,2.14E+15,1.52E+15,2.457627119,9.95E+32,6.24E+17,4.97E+17,2.49E+17,7.14E+13,2.39E+15,1.82E+15,2.457627119,1.29E+33,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.05E+14,7.00E+14,2.457627119,3.72E+32,4.33E+17,3.64E+17,1.82E+17,5.23E+13,1.83E+15,1.26E+15,2.457627119,8.97E+32,5.75E+17,4.64E+17,2.32E+17,6.66E+13,2.95E+15,1.26E+15,2.457627119,1.19E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,1.12E+15,5.61E+14,2.457627119,4.56E+32,1.17E+12,7.30E+11,3.65E+11,104904224.6,4880062075,1482157083,2.457627119,2.53E+21,1
1.54E+17,1.36E+17,6.80E+16,1.95E+13,5.98E+14,5.55E+14,2.457627119,2.96E+32,6.81E+17,5.31E+17,2.65E+17,7.62E+13,2.84E+15,1.66E+15,2.457627119,1.40E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.86E+14,9.79E+14,2.457627119,5.37E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.72E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.69E+15,1.12E+15,2.457627119,8.02E+32,5.26E+17,4.31E+17,2.15E+17,6.19E+13,2.39E+15,1.26E+15,2.457627119,1.09E+33,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.81E+14,2.457627119,7.26E+32,3.38E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.41E+14,2.457627119,7.24E+31,1
1.45E+17,1.25E+17,6.26E+16,2.15E+13,6.47E+14,5.13E+14,2.37654321,2.48E+32,3.67E+17,3.04E+17,1.52E+17,5.22E+13,1.99E+15,8.27E+14,2.37654321,6.86E+32,1.31E+17,1.21E+17,6.07E+16,2.08E+13,5.62E+14,5.61E+14,2.37654321,2.64E+32,1.31E+17,1.21E+17,6.07E+16,2.08E+13,5.63E+14,5.61E+14,2.37654321,2.47E+32,2.03E+17,1.67E+17,9.11E+16,3.12E+13,1.13E+15,5.61E+14,2.37654321,3.88E+32,5.37E+17,4.25E+17,2.12E+17,7.28E+13,2.53E+15,1.40E+15,2.37654321,1.02E+33,2.41E+17,2.12E+17,1.06E+17,3.64E+13,1.27E+15,7.01E+14,2.37654321,4.64E+32,1.31E+17,1.21E+17,6.07E+16,2.08E+13,8.44E+14,2.80E+14,2.37654321,2.47E+32,1
2.75E+17,2.35E+17,1.17E+17,3.37E+13,1.31E+15,6.84E+14,2.457627119,5.39E+32,4.37E+17,3.65E+17,1.82E+17,5.24E+13,1.84E+15,1.25E+15,2.457627119,9.10E+32,2.61E+17,2.32E+17,1.16E+17,3.34E+13,1.43E+15,8.18E+14,2.457627119,5.38E+32,3.45E+17,2.98E+17,1.49E+17,4.28E+13,1.98E+15,8.25E+14,2.457627119,7.18E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.97E+15,8.40E+14,2.457627119,8.05E+32,3.88E+17,3.31E+17,1.66E+17,4.76E+13,1.97E+15,8.41E+14,2.457627119,8.05E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.20E+14,2.457627119,2.16E+32,3.37E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.96E+31,1
2.81E+17,2.37E+17,1.18E+17,3.40E+13,1.31E+15,6.97E+14,2.457627119,5.48E+32,6.81E+17,5.30E+17,2.65E+17,7.62E+13,3.26E+15,1.51E+15,2.457627119,1.40E+33,5.75E+17,4.64E+17,2.32E+17,6.66E+13,2.67E+15,1.54E+15,2.457627119,1.21E+33,2.20E+17,1.99E+17,9.94E+16,2.86E+13,1.27E+15,7.00E+14,2.457627119,4.61E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,1.13E+15,5.59E+14,2.457627119,4.56E+32,5.75E+17,4.64E+17,2.32E+17,6.66E+13,3.09E+15,8.39E+14,2.457627119,1.19E+33,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.26E+15,7.01E+14,2.457627119,5.51E+32,3.37E+16,3.31E+16,1.65E+16,4.75E+12,1.40E+14,1.40E+14,2.457627119,7.20E+31,1
1.19E+17,1.05E+17,5.23E+16,1.50E+13,5.04E+14,3.82E+14,2.457627119,2.18E+32,5.83E+17,4.65E+17,2.32E+17,6.68E+13,2.83E+15,1.11E+15,2.457627119,1.19E+33,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.63E+14,5.61E+14,2.457627119,2.95E+32,3.02E+17,2.65E+17,1.32E+17,3.81E+13,1.41E+15,8.39E+14,2.457627119,6.23E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.06E+14,6.99E+14,2.457627119,3.79E+32,5.76E+17,4.64E+17,2.32E+17,6.66E+13,2.81E+15,1.12E+15,2.457627119,1.19E+33,4.80E+17,3.98E+17,1.99E+17,5.71E+13,2.25E+15,1.12E+15,2.457627119,1.04E+33,3.38E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.40E+14,2.457627119,7.23E+31,1
1.86E+17,1.67E+17,8.36E+16,2.40E+13,7.30E+14,6.87E+14,2.457627119,3.73E+32,4.35E+17,3.65E+17,1.82E+17,5.24E+13,2.27E+15,1.10E+15,2.457627119,8.97E+32,3.38E+16,3.32E+16,1.66E+16,4.77E+12,1.41E+14,1.40E+14,2.457627119,6.98E+31,6.86E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.49E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,9.84E+14,4.20E+14,2.457627119,3.00E+32,3.01E+17,2.65E+17,1.32E+17,3.80E+13,1.54E+15,9.80E+14,2.457627119,6.45E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.63E+14,5.60E+14,2.457627119,3.00E+32,1.12E+12,8.57E+11,4.28E+11,123058564.2,4467983035,2865762973,2.457627119,2.31E+22,1
4.90E+17,3.99E+17,1.99E+17,5.73E+13,1.74E+15,1.64E+15,2.457627119,1.03E+33,4.80E+17,3.98E+17,1.99E+17,5.71E+13,1.97E+15,1.40E+15,2.457627119,9.90E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,1.26E+15,7.01E+14,2.457627119,5.37E+32,1.80E+17,1.66E+17,8.29E+16,2.38E+13,7.04E+14,7.01E+14,2.457627119,3.72E+32,3.38E+16,3.32E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,6.97E+31,1.80E+17,1.66E+17,8.28E+16,2.38E+13,9.83E+14,4.20E+14,2.457627119,3.74E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.88E+14,2.73E+14,2.457627119,1.42E+32,6.88E+16,6.64E+16,3.32E+16,9.54E+12,2.82E+14,2.81E+14,2.457627119,1.45E+32,1
1.17E+17,1.05E+17,5.23E+16,1.50E+13,4.91E+14,3.96E+14,2.457627119,2.18E+32,3.92E+17,3.32E+17,1.66E+17,4.77E+13,1.69E+15,1.12E+15,2.457627119,8.10E+32,4.34E+17,3.65E+17,1.82E+17,5.24E+13,1.83E+15,1.26E+15,2.457627119,9.03E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.03E+14,7.01E+14,2.457627119,3.72E+32,3.02E+17,2.65E+17,1.33E+17,3.81E+13,1.55E+15,9.78E+14,2.457627119,6.25E+32,3.89E+17,3.31E+17,1.66E+17,4.76E+13,2.67E+15,4.20E+14,2.457627119,8.01E+32,2.60E+17,2.32E+17,1.16E+17,3.33E+13,9.85E+14,9.81E+14,2.457627119,5.44E+32,6.85E+16,6.62E+16,3.31E+16,9.51E+12,2.81E+14,2.80E+14,2.457627119,1.48E+32,1
1.97E+17,1.71E+17,8.54E+16,2.45E+13,1.03E+15,4.15E+14,2.457627119,3.77E+32,3.91E+17,3.31E+17,1.66E+17,4.76E+13,1.41E+15,1.40E+15,2.457627119,8.10E+32,3.45E+17,2.98E+17,1.49E+17,4.28E+13,1.55E+15,9.79E+14,2.457627119,7.35E+32,4.79E+17,3.98E+17,1.99E+17,5.71E+13,2.39E+15,1.26E+15,2.457627119,1.01E+33,4.79E+17,3.98E+17,1.99E+17,5.71E+13,2.25E+15,1.12E+15,2.457627119,9.93E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,1.26E+15,7.01E+14,2.457627119,4.60E+32,1.04E+17,9.93E+16,4.96E+16,1.43E+13,8.42E+14,2.80E+14,2.457627119,2.18E+32,5.11E+11,3.35E+11,1.67E+11,48100438.93,2447525199,600418762.5,2.457627119,7.02E+20,1
1.45E+17,1.31E+17,6.57E+16,1.95E+13,5.94E+14,5.39E+14,2.543103448,2.89E+32,6.20E+17,4.89E+17,2.44E+17,7.27E+13,2.42E+15,1.80E+15,2.543103448,1.25E+33,2.97E+17,2.61E+17,1.30E+17,3.87E+13,1.40E+15,8.41E+14,2.543103448,6.22E+32,2.16E+17,1.96E+17,9.78E+16,2.91E+13,8.44E+14,8.42E+14,2.543103448,4.44E+32,1.77E+17,1.46E+17,8.14E+16,2.42E+13,7.02E+14,7.01E+14,2.543103448,3.61E+32,2.56E+17,2.12E+17,1.14E+17,3.39E+13,9.84E+14,9.82E+14,2.543103448,5.22E+32,1.39E+17,1.30E+17,6.51E+16,1.94E+13,5.62E+14,5.61E+14,2.543103448,2.83E+32,3.31E+16,3.25E+16,1.63E+16,4.83E+12,1.40E+14,1.40E+14,2.543103448,6.84E+31,1
4.44E+17,3.66E+17,1.83E+17,5.25E+13,1.86E+15,1.24E+15,2.457627119,9.20E+32,5.29E+17,4.31E+17,2.15E+17,6.19E+13,2.40E+15,1.25E+15,2.457627119,1.10E+33,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.61E+32,1.80E+17,1.66E+17,8.28E+16,2.38E+13,7.02E+14,7.02E+14,2.457627119,3.72E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,5.63E+14,5.61E+14,2.457627119,3.17E+32,3.38E+16,3.31E+16,1.66E+16,4.76E+12,1.41E+14,1.40E+14,2.457627119,7.22E+31,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.42E+32,4.89E+11,3.31E+11,1.66E+11,47560181.37,2028862281,783860309,2.457627119,7.54E+20,1
2.28E+17,2.01E+17,1.00E+17,2.89E+13,8.74E+14,8.29E+14,2.457627119,4.62E+32,4.81E+17,3.98E+17,1.99E+17,5.71E+13,2.53E+15,8.41E+14,2.457627119,9.94E+32,1.05E+17,9.95E+16,4.97E+16,1.43E+13,8.45E+14,2.79E+14,2.457627119,2.17E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.30E+32,1.42E+17,1.33E+17,6.63E+16,1.90E+13,9.84E+14,4.21E+14,2.457627119,2.93E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,5.62E+14,5.60E+14,2.457627119,2.99E+32,2.07E+12,1.23E+12,6.17E+11,177193722.8,9164126548,1498672322,2.457627119,5.64E+21,6.06E+11,3.79E+11,1.89E+11,54404081.27,2630550227,646629004.5,2.457627119,7.77E+20,1
2.26E+17,2.00E+17,1.00E+17,2.87E+13,1.19E+15,5.05E+14,2.457627119,4.54E+32,3.03E+17,2.65E+17,1.32E+17,3.81E+13,1.84E+15,6.90E+14,2.457627119,6.23E+32,6.86E+16,6.63E+16,3.31E+16,9.52E+12,2.81E+14,2.80E+14,2.457627119,1.44E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.22E+14,4.21E+14,2.457627119,2.16E+32,1.04E+17,9.93E+16,4.97E+16,1.43E+13,4.21E+14,4.20E+14,2.457627119,2.16E+32,1.42E+17,1.32E+17,6.62E+16,1.90E+13,8.42E+14,2.81E+14,2.457627119,2.93E+32,1.30E+12,7.97E+11,3.99E+11,114489990.9,5368391094,1402767332,2.457627119,2.41E+21,4.21E+11,2.70E+11,1.35E+11,38832731.39,1799111978,492207530,2.457627119,4.05E+20,1
2.34E+17,2.03E+17,1.01E+17,2.91E+13,9.22E+14,7.96E+14,2.457627119,4.56E+32,5.31E+17,4.31E+17,2.16E+17,6.20E+13,2.42E+15,1.23E+15,2.457627119,1.09E+33,2.19E+17,1.99E+17,9.94E+16,2.85E+13,1.26E+15,7.01E+14,2.457627119,4.77E+32,3.44E+17,2.98E+17,1.49E+17,4.28E+13,1.97E+15,8.42E+14,2.457627119,7.26E+32,2.19E+17,1.99E+17,9.95E+16,2.86E+13,1.27E+15,7.02E+14,2.457627119,4.54E+32,2.19E+17,1.99E+17,9.94E+16,2.86E+13,8.44E+14,8.41E+14,2.457627119,4.54E+32,1.05E+17,9.94E+16,4.97E+16,1.43E+13,4.23E+14,4.20E+14,2.457627119,2.30E+32,6.87E+16,6.64E+16,3.32E+16,9.54E+12,2.82E+14,2.81E+14,2.457627119,1.43E+32,1
