MeanDelta,MedianDelta,SkewnessDelta,KurtosisDelta,StdDeviaDelta,RMSDelta,EnergyDelta,MeanTheta,MedianTheta,SkewnessTheta,KurtosisTheta,StdDeviaTheta,RMSTheta,EnergyTheta,MeanalphaLow,MedianalphaLow,SkewnessalphaLow,KurtosisalphaLow,StdDeviaalphaLow,RMSalphaLow,EnergyalphaLow,MeanalphaHigh,MedianalphaHigh,SkewnessalphaHigh,KurtosisalphaHigh,StdDeviaalphaHigh,RMSalphaHigh,EnergyalphaHigh,MeanbetaLow,MedianbetaLow,SkewnessbetaLow,KurtosisbetaLow,StdDeviabetaLow,RMSbetaLow,EnergybetaLow,MeanbetaHigh,MedianbetaHigh,SkewnessbetaHigh,KurtosisbetaHigh,StdDeviabetaHigh,RMSbetaHigh,EnergybetaHigh,MeangammaLow,MediangammaLow,SkewnessgammaLow,KurtosisgammaLow,StdDeviagammaLow,RMSgammaLow,EnergygammaLow,MeangammaMid,MediangammaMid,SkewnessgammaMid,KurtosisgammaMid,StdDeviagammaMid,RMSgammaMid,EnergygammaMid,Level
3078827.39,160318,1.796075234,1.288989198,6242916.45,6913219.766,1,4012414.678,29626,1.26732318,-0.408595442,7169621.127,8162823.865,1,1715103.407,11126,2.704881554,5.501852017,5106507.958,5345655.24,1,1714093.763,9593,2.704880272,5.501854233,5105237.053,5344137.861,1,3416145.068,14252,1.512491356,0.29652588,6796435.29,7555042.848,1,4840173.797,21544,0.960182237,-1.117099187,7646356.78,8994614.62,1,1433557.22,14288,3.060397333,7.623472838,4703025.243,4878385.37,1,292247.8983,6766,7.681026454,58.99875706,2178845.247,2179979.726,1,3
2255769.814,126567,2.388646225,3.897417454,5390324.067,5801001.923,1,3462988.966,37587,1.51131434,0.294806089,6777154.895,7559341.862,1,2002030.949,14019,2.420582907,3.993598252,5460139.047,5771996.123,1,2008791.424,16102,2.420495357,3.993342778,5458003.994,5772359.881,1,1148669.763,13053,3.528735841,10.81783755,4243010.589,4360899.349,1,3137464.576,16822,1.652518168,0.755295685,6574060.954,7233909.608,1,863155.0339,10864,4.196469389,16.15730092,3710726.576,3779040.502,1,5894.745763,5011,1.427944515,2.285316984,4461.374029,7369.839368,1,3
1164302.254,760176,6.753270941,49.40883332,2155236.157,2433498.118,1,3019281.237,223288,1.804551666,1.305991241,6261614.589,6903574.232,1,4280488.864,21137,1.15841898,-0.682265903,7349399.31,8451080.949,1,1449073.627,16894,3.059607957,7.620431123,4699126.242,4879275.995,1,3990095.847,17595,1.267494749,-0.40842706,7182161.109,8162720.594,1,2855876.678,14925,1.808067991,1.312594431,6333666.824,6898655.384,1,1998492.78,9598,2.420595679,3.993639244,5463482.564,5773879.89,1,858662,3422,4.196470514,16.15728686,3715740.99,3782858.595,1,3
2003247.407,184039,2.663968647,5.357933389,5031597.123,5375952.809,1,5444403.068,84568,0.781448901,-1.438849513,7863036.601,9508993.02,1,3137863.797,14334,1.652506723,0.755278947,6576160.176,7235958.182,1,3427101.814,22026,1.512462285,0.296488403,6792924.618,7556901.017,1,1432609.61,9426,3.060353818,7.623304164,4704163.939,4879186.221,1,297301.8475,12534,7.681027237,58.99876545,2181375.734,2183148.559,1,11003.42373,10083,0.910041366,-0.058730676,8200.518977,13681.52184,1,4586.271186,4347,0.938621162,1.103163889,3113.596899,5528.4768,1,3
2366144.203,15157,2.173498711,2.839077744,5758342.398,6180221.433,1,2017012.559,23593,2.420351146,3.992931538,5452721.811,5770318.851,1,4557896.746,19209,1.056403513,-0.916234055,7506047.96,8726984.053,1,5148622.847,72192,0.868826747,-1.289965331,7761063.676,9258591.118,1,294236.2203,9671,7.681033058,58.99882599,2180189.999,2181568.287,1,9133.288136,8294,1.569867821,4.385387819,5241.530101,10508.32694,1,5370.254237,4276,2.086703862,4.590345707,4137.200289,6757.658461,1,287392.0678,2326,7.681131159,58.99984803,2183801.52,2184205.338,1,3
324826.0508,11688,7.666749449,58.84892316,2177352.47,2183122.104,1,2003212.186,16286,2.420594415,3.993631259,5459363.649,5771684.93,1,2283759.373,12436,2.184753088,2.869315465,5782830.675,6171700.63,1,3729661.492,50976,1.384825392,-0.086172687,6985915.911,7866779.907,1,9087.237288,7962,1.428640149,2.502157337,5656.668809,10678.6444,1,8282.271186,7328,1.177626887,1.886102696,4742.797341,9524.121284,1,4549.898305,4102,0.555964013,-0.243981854,2432.119749,5149.419707,1,2389.135593,2075,1.90549988,4.835575021,1766.819766,2962.551537,1,3
3236574.746,423273,1.782793238,1.262144495,6181256.596,6930783.297,1,5177460.085,84002,0.868432329,-1.290078867,7738550.594,9256146.899,1,4282806.712,26680,1.158429356,-0.682256509,7347133.776,8450318.719,1,5140946.983,69743,0.868826662,-1.289965569,7761805.06,9254936.062,1,1718861.915,17635,2.704877838,5.501834957,5102259.562,5342873.828,1,2283884.169,15552,2.184751816,2.869308073,5778805.944,6168039.794,1,1430012.373,10227,3.060398069,7.623476484,4703645.093,4877932.431,1,7802.627119,4530,1.809493922,3.161846411,7729.682611,10936.92394,1,3
2638500.678,276777,2.153973011,2.78930664,5661853.059,6202816.62,1,3766151.203,91579,1.384137276,-0.086989653,6967799.497,7868369.556,1,3139266.966,17622,1.652503932,0.755269373,6574240.987,7234852.337,1,4570675.644,26800,1.056361328,-0.916262051,7500865.12,8729286.546,1,2285763.712,15566,2.184729195,2.869254116,5779193.936,6169093.3,1,1433807.695,14882,3.060381661,7.623411159,4703541.81,4878948.532,1,576502.6441,8481,5.286555815,26.8575808,3055761.526,3084115.442,1,288869.5932,4432,7.681125583,58.99978996,2183608.873,2184210.908,1,3
2787105.492,154807,1.965826195,1.960061422,5992908.817,6563092.643,1,4586318.525,66654,1.056284707,-0.916307097,7490448.462,8728698.228,1,2294393.763,20436,2.184616257,2.868977435,5776124.653,6169471.106,1,5141275.288,68082,0.868840061,-1.289961026,7764641.949,9257457.397,1,2850805.271,17040,1.808128661,1.312703511,6333116.784,6896060.907,1,1148613.78,12789,3.528741969,10.81786915,4245196.894,4362975.796,1,1995884.085,9210,2.420617007,3.993689158,5462346.483,5771920.533,1,289850.6102,4020,7.681073213,58.9992443,2179428.489,2180232.784,1,3
3354196.356,97086,1.637680624,0.729311034,6484684.752,7251830.004,1,5991226.763,70510,0.617574635,-1.676585463,8075227.598,9999942.824,1,3142207.169,16444,1.652488565,0.755247239,6573031.87,7235048.721,1,4010136.593,44929,1.267454972,-0.408465505,7171819.759,8163603.035,1,3135277.288,17721,1.652528321,0.755308966,6574849.891,7233666.136,1,1148258.373,13072,3.528757819,10.81793993,4244525.513,4362240.049,1,859784.9153,6290,4.196466466,16.15726594,3709035.389,3776639.39,1,5073.288136,3998,1.005057712,0.398441349,3868.451259,6359.994105,1,3
1303329.086,803666,5.420179609,30.95315043,2768097.045,3023591.135,1,2507281.914,113093,2.128661623,2.691365271,5906569.384,6338551.649,1,4319085.943,12150,1.161705204,-0.6934785,7425731.411,8498265.665,1,2406578.114,10877,2.133774079,2.704481874,5946834.155,6336089.55,1,2882005.171,12534,1.822675477,1.398876114,6399731.714,6934863.532,1,488568.3429,9781,5.916023111,34.99954005,2832451.728,2834124.107,1,10887,9872,0.454689303,-1.225999021,9197.239503,14166.8327,1,482864.6857,1827,5.916066347,34.99989097,2835251.298,2835865.391,1,3
610701.8136,11088,5.265489873,26.70368633,3054951.146,3089903.138,1,4563298.949,20443,1.056344725,-0.916272879,7502502.669,8726810.264,1,3424974.085,22674,1.512475457,0.296505363,6794529.221,7557354.468,1,6002996.949,86759,0.617546177,-1.676583086,8065710.874,9999451.256,1,579420.7797,12071,5.286552141,26.85755762,3054734.15,3083661.757,1,293706.5763,9274,7.681089875,58.99941795,2179610.391,2180927.474,1,573239.4407,5074,5.286572713,26.85769958,3055199.121,3082959.235,1,3113.525424,2671,1.640966364,4.188494647,1926.547925,3652.768706,1,3
884062.0169,12280,4.193264974,16.13947927,3706894.164,3780176.001,1,1154488.898,15579,3.52866185,10.81750137,4241272.408,4360773.814,1,3421843.102,17619,1.512478183,0.296508295,6795244.754,7556568.56,1,5995671.661,78866,0.617567193,-1.676586047,8074737.742,10002217.75,1,579223.6441,9711,5.286551632,26.85756374,3055566.459,3084435.262,1,10347.08475,9465,0.587743794,-0.03207552,4976.511153,11463.33586,1,5700.745763,4878,0.748221036,0.02794757,2923.581711,6395.386014,1,2692.745763,2346,0.715333818,-0.177252157,1360.430885,3011.691039,1,3
1743511.593,15540,2.703502975,5.497267043,5093970.032,5343085.042,1,2576940.39,19892,1.98348572,2.001044164,6067927.941,6544945.203,1,3703811.915,16539,1.384929398,-0.086048189,6999609.85,7866533.217,1,5155132.356,84166,0.868768241,-1.289980844,7756953.277,9258827.018,1,578060.4746,9204,5.286558303,26.85761444,3056384.551,3085013.801,1,9666.694915,8196,1.117735876,1.351365606,5197.198348,10954.36214,1,5286.186441,4767,0.821961041,0.588903001,3183.663686,6156.922103,1,2515.067797,2377,0.639271241,-0.133613719,1349.261814,2848.722066,1,3
67672.05085,8931,6.291747268,43.45365555,249674.1702,256632.2956,1,2294673.966,16659,2.184318889,2.86822054,5775672.575,6169159.246,1,3419432.237,15713,1.512489596,0.296525148,6796584.776,7556661.94,1,5992739.492,61587,0.617570478,-1.676587549,8076203.767,10001624.08,1,11641.81356,10284,1.154422313,1.10977095,6643.522636,13376.10338,1,576304.2542,8460,5.286576654,26.85772737,3055207.518,3083538.749,1,6829.762712,6379,2.325235012,7.279627054,4761.46299,8302.585458,1,3821.220339,3047,2.628606221,8.324868501,3002.919161,4844.21397,1,3
591912.3729,7777,5.28238409,26.82777022,3055411.308,3086692.252,1,1726038.254,18093,2.704647057,5.501073103,5099422.536,5342524.742,1,4559429.763,22964,1.056401502,-0.916235456,7505236.218,8727098.539,1,4595254.542,86104,1.056325818,-0.916283586,7483555.688,8727585.943,1,295612.1186,10189,7.680894592,58.99737932,2178955.038,2180541.133,1,9837.101695,8892,1.614640785,3.439707812,4932.337642,10985.63545,1,5232.949153,4468,2.137826783,6.709676632,2847.427638,5945.938101,1,2975.59322,2329,3.196453703,13.95998359,2269.531131,3730.633372,1,3
922735,8708.5,4.166770753,16.23499976,3782881.446,3845133.016,1,2661536.053,13347.5,1.95428614,1.917676061,6184136.81,6657395.368,1,899366.8947,15859,4.173408644,16.27251551,3788656.688,3845132.714,1,3135348.184,72307.5,1.696812602,0.925366302,6564227.328,7196218.832,1,10931.23684,8709.5,1.196342791,1.492219679,6448.479919,12648.34161,1,9409.289474,8387.5,0.405959546,-0.22133378,4522.503193,10413.91021,1,5963.763158,5267.5,2.220965067,8.129282857,3979.643434,7140.536039,1,3155.815789,2463,1.129848694,0.657820545,2006.491665,3725.484465,1,3
1205720.373,12589,3.513148143,10.74421993,4235879.755,4369476.599,1,3706598.763,20364,1.384925362,-0.086055185,6996126.642,7864799.601,1,4556560.576,21472,1.056414308,-0.916227889,7505860.101,8726127.427,1,4576187.525,49479,1.056357175,-0.916264162,7496111.152,8728159.788,1,864096.2542,12058,4.196474802,16.15731149,3707808.46,3776439.012,1,298144.1356,12433,7.681035489,58.99885121,2181666.695,2183549.204,1,8030.186441,7089,1.26237278,2.088594283,4047.520627,8977.118096,1,5044.084746,4476,2.463920833,9.963526885,3404.708106,6069.460684,1,3
2043113.203,13305,2.416807433,3.982437013,5447522.678,5774672.307,1,3990875.373,20433,1.267512387,-0.408412167,7180424.608,8161599.779,1,3704078.136,16334,1.384924491,-0.086054938,6999650.798,7866694.383,1,6000719.831,88479,0.617537821,-1.676579889,8067284.892,9999332.716,1,578625.0847,9794,5.286548625,26.85755071,3055970.362,3084716.271,1,11679.89831,10663,0.615304424,-0.228891087,4621.410625,12546.5322,1,6604.338983,5694,0.996716485,0.243364097,3868.238852,7637.208288,1,3288.542373,2787,1.341525422,2.382215316,1942.292197,3810.914491,1,3
5474227.424,92796,0.780572017,-1.438990158,7844884.766,9511377.106,1,5130646.186,27279,0.868871518,-1.289952927,7769279.053,9255384.794,1,4560394.78,23349,1.056394124,-0.916241527,7505839.557,8728112.795,1,5729189.339,93811,0.698106611,-1.566841889,7968915.92,9759656.698,1,10729.50847,9865,0.742336228,1.075571814,6089.897718,12311.80797,1,9673,8862,1.617564046,5.105482585,4769.546313,10767.0763,1,5402.542373,4675,2.336936106,8.734850504,3172.189771,6251.375553,1,2830.864407,2392,1.385143696,2.490839058,1752.855616,3321.77961,1,3
6864917.407,139339,0.389117041,-1.914143947,8264163.196,10689523.77,1,5134428.949,29553,0.868867256,-1.28995304,7770946.113,9258857.674,1,3992805.034,23935,1.2675061,-0.408418455,7179976.397,8162155.926,1,3185271.542,73861,1.652183096,0.754750643,6555095.314,7237882.051,1,295430.1356,10389,7.681024687,58.99873879,2179912.929,2181457.454,1,8948.644068,8406,0.907917757,2.126926429,4061.568513,9813.000075,1,5109.864407,4929,0.889951571,1.869786501,2261.267881,5580.087816,1,2741.762712,2411,0.552785669,-0.214841807,1430.730972,3086.9984,1,3
1465570.407,213762,3.462902387,10.51027863,4182091.413,4397879.763,1,3745086.712,66058,1.384647246,-0.086380612,6976521.739,7865912.748,1,2006462.712,17071,2.420495659,3.993343102,5456933.006,5770554.27,1,3994660.983,23900,1.267501491,-0.408422972,7177926.495,8161291.58,1,2003206.119,17871,2.420602683,3.993647231,5457913.579,5770334.49,1,4559915.678,24765,1.056402444,-0.916238238,7502747.076,8725248.209,1,865927.2203,14064,4.19646784,16.15727201,3710073.568,3779044.422,1,9241.847458,7294,0.970284761,0.171162412,6867.779689,11479.49092,1,3
3857555.271,127775,1.375684135,-0.098993677,6925014.472,7875515.698,1,4570664.203,28445,1.056336552,-0.916278328,7498262.629,8727082.304,1,3421731.983,16640,1.512460064,0.296482805,6795939.183,7557132.134,1,3718685.288,27362,1.384822746,-0.086174254,6991187.852,7866187.71,1,578037.2542,9618,5.286542319,26.85748589,3054667.408,3083337.091,1,293360.9661,9378,7.681061443,58.99912177,2178855.283,2180139.083,1,7067.423729,6065,2.194850198,7.13294241,5461.116566,8903.189556,1,3637.135593,2845,3.527808652,17.90393769,3386.404652,4949.961957,1,3
4771851.864,315499,1.048180638,-0.922174364,7385382.286,8740135.544,1,4310407.746,84323,1.158210845,-0.682431081,7330382.733,8450051.57,1,2567553.407,10070,1.983510675,2.001091995,6071707.17,6544701.467,1,1717308,13448,2.704856761,5.501768726,5103368.464,5343415.243,1,581177.0508,13014,5.286527195,26.85739037,3054949.793,3084202.22,1,3137116.576,21373,1.652527037,0.755306657,6572711.532,7232553.132,1,296597.9492,12454,7.680997178,58.99845237,2178260.964,2179993.229,1,6858.508475,5844,1.865903949,4.816742467,5232.939094,8599.922114,1,3
5514067.271,279124,0.780179188,-1.439061873,7820617.143,9514743.581,1,3145421.576,23947,1.652490324,0.755246997,6572532.099,7235999.072,1,864223.0508,12954,4.196465002,16.15726021,3709534.324,3778133.814,1,1432624.305,12724,3.06039653,7.623467859,4705025.262,4880006.893,1,864441.3559,11899,4.196465507,16.15725909,3707508.77,3776228.741,1,3139624.136,22474,1.652529568,0.755313328,6572768.775,7233692.269,1,582959.3559,14986,5.28654026,26.8574918,3056218.54,3085773.857,1,7731.288136,6755,1.660399504,3.969158809,4643.059452,8998.079098,1,3
7138801.966,65962,0.316310947,-1.967172517,8322046.243,10910779.49,1,4563085.288,24609,1.056385347,-0.916246009,7502484.016,8726682.777,1,2852656.559,13480,1.808117231,1.312683923,6335612.086,6899079.018,1,5156799.356,84209,0.868827836,-1.289965349,7753707.866,9257082.826,1,10457.10169,8882,1.204920074,1.073825412,6480.617868,12273.44884,1,9285.576271,8233,1.140451589,1.608291082,4582.847813,10337.71959,1,5229.474576,4370,3.22220603,17.09529461,3429.997217,6238.018956,1,2661.135593,2025,6.055730321,41.92457784,3567.37706,4426.299106,1,3
4021770,50273,1.267125789,-0.408794951,7164765.164,8163236.39,1,3426651.22,23552,1.512462937,0.296486012,6791613.716,7555538.271,1,2857401.831,17999,1.808096014,1.312645657,6332803.198,6898507.522,1,5155239.898,77517,0.868812441,-1.289968756,7757253.765,9259134.375,1,578034.5085,11025,5.286558923,26.85760265,3054611.476,3083282.104,1,293247.7288,8730,7.681119714,58.99972883,2183023.373,2184218.979,1,5542.389831,5431,0.723064984,0.74098779,2965.221641,6273.882237,1,3159.067797,2687,1.551994489,3.208720246,2254.836945,3870.119455,1,3
4104743.02,220231,1.283217581,-0.364488444,7091084.255,8133046.21,1,3979083.137,31859,1.286096306,-0.361512668,7159635.952,8129476.241,1,2315819.333,20160,2.172676343,2.830085536,5818602.445,6209292.055,1,2670045.922,53508,1.944560361,1.852816635,6138736.268,6638849.645,1,12322.21569,11438,0.649094333,-0.195511943,6507.870903,13905.35667,1,12827.5098,11052,0.987819315,0.349776804,6654.09502,14420.60374,1,7180.470588,6011,1.288972715,0.958976085,4943.359733,8690.040867,1,3788.647059,2853,4.863247014,29.28562041,4311.787805,5707.961205,1,3
4342015.254,42213,1.155959334,-0.684380217,7313728.238,8452046.883,1,3427564.576,20159,1.512458775,0.296481833,6792042.917,7556331.795,1,4557462.254,18891,1.056406166,-0.9162337,7507804.579,8728242.475,1,6836761.966,47536,0.389483438,-1.914364333,8293005.543,10693437.01,1,861534.1186,9563,4.196474329,16.15731414,3709132.742,3777131.976,1,9118.762712,7621,1.742731103,3.880395994,5705.61746,10730.98971,1,5629.440678,4415,2.206469127,6.907546501,3808.190666,6778.430241,1,2844.779661,2203,3.302022716,12.968104,2598.758258,3838.209081,1,3
4610766.898,55859,1.055137884,-0.917069014,7472172.431,8726179.237,1,3149954.458,19615,1.652362376,0.755038243,6569472.633,7235239.646,1,2002146,15873,2.420613713,3.993682639,5462152.793,5773908.716,1,4859293.475,61720,0.960093371,-1.117134692,7634073.542,8994666.805,1,9831.101695,7695,1.113935623,1.008202651,6634.51529,11828.83368,1,7819.830508,7347,0.466661976,-0.014776806,4024.749147,8779.168653,1,4319.322034,4106,1.621629073,3.706493046,2763.30215,5114.974155,1,2493.779661,1931,3.011797805,12.12440083,2026.48642,3202.495904,1,3
5472133.593,92547,0.780211922,-1.439108623,7848605.104,9513189.273,1,3720722.932,29912,1.384862962,-0.086125058,6989716.846,7865866.165,1,4273915.797,21276,1.158473404,-0.682224385,7350263.077,8448492.315,1,5144523.559,71360,0.868849973,-1.289958753,7761457.469,9256636.754,1,294100.3559,9050,7.681063916,58.99914745,2179202.513,2180579.827,1,293135.2881,8515,7.681080037,58.99931535,2178875.262,2180128.355,1,5372.016949,4566,1.459156241,2.870005332,3385.019358,6334.249184,1,3051.338983,2364,2.223513276,5.616959042,2516.726867,3941.729219,1,3
4678250,139699,1.053040041,-0.91862767,7436846.589,8732428.572,1,5427453.898,48077,0.781603084,-1.43882881,7874526.489,9508650.659,1,2285798.966,14505,2.184737854,2.86928253,5780805.878,6170590.858,1,2862705.271,22981,1.808073545,1.312605124,6332191.671,6900154.242,1,577988.2881,9608,5.28655,26.85754126,3055403.553,3084044.857,1,8003.440678,7456,2.023217104,6.939240279,4965.549295,9396.479802,1,5346.237288,4651,2.010713593,6.263218765,3787.219767,6533.160372,1,2888.186441,2164,4.255732191,22.68556881,3163.205333,4263.55461,1,3
2228397.254,183916,2.408692701,3.958669161,5385166.715,5785693.485,1,5706053.068,68330,0.698148996,-1.566842501,7983309.12,9757665.805,1,3705691.661,16943,1.384921098,-0.086058838,6998993.004,7866878.938,1,4567411.119,28305,1.05636246,-0.916261244,7499802.449,8726679.867,1,10525.18644,9755,0.889457468,0.540960544,7152.464826,12691.34438,1,291853.322,6884,7.681079929,58.99931435,2179326.998,2180400.216,1,6144.762712,4744,1.798922822,3.457039599,4984.792464,7885.753579,1,287602.5932,2985,7.681131667,58.99985332,2183774.785,2184206.771,1,3
1935919.725,160367,2.745756851,5.849885207,4955178.261,5274479.11,1,3343825.451,31998,1.577112076,0.506718775,6690146.792,7420351.989,1,1982670.49,13402,2.445978471,4.143927965,5446667.461,5745909.743,1,1987791.471,13187,2.445938267,4.143816189,5446728.628,5747735.614,1,2640152.588,13584,1.944719411,1.853144688,6146555.042,6633985.042,1,3298348.255,17937,1.577765515,0.507712117,6713990.251,7421111.138,1,1324837.314,12169,3.231926278,8.788746108,4545123.345,4691298.161,1,6676.901961,5171,0.838757388,-0.251636262,5221.300326,8444.432978,1,3
1311470.776,61926,3.470207867,10.46032862,4247667.55,4410391.653,1,3492290.672,24655.5,1.48579632,0.213840515,6838087.241,7625571.065,1,2614355.897,17915.5,1.955692795,1.888724045,6113506.172,6600410.491,1,591982.2759,12530,5.238937661,26.35486895,3082247.616,3112377.863,1,592525.9138,14806.5,5.238953297,26.35492585,3081064.458,3111329.854,1,2327445.155,19749.5,2.156154586,2.742446972,5821956.597,6223164.784,1,11539.12069,10028,0.908366401,0.347256329,7498.67211,13726.32163,1,6815.896552,6093.5,1.319262298,2.03718719,4440.091111,8113.627504,1,3
2238557.881,79237,2.381980816,3.875378489,5399142.899,5802396.49,1,4090348.492,28239,1.253773788,-0.42701982,7138137.763,8174371.606,1,1746153.407,7699,2.699117844,5.48185274,5097818.608,5347554.195,1,320647.0508,9070,7.645321963,58.61552441,2178518.334,2183647.628,1,894570.2373,8559,4.18286951,16.0791783,3707992.974,3783705.897,1,620481.4576,9796,5.25938585,26.65975079,3052345.814,3089320.328,1,605700.5763,5266,5.262682161,26.68204138,3058507.387,3092376.162,1,313499.1525,2838,7.646433804,58.62911401,2182516.062,2186532.16,1,3
1799249.898,19270,2.694768606,5.467458381,5079229.262,5347766.468,1,2585060.22,21025,1.983215547,2.000450759,6064193.93,6544745.116,1,1149628.576,12681,3.528721812,10.81778864,4245951.949,4363965.245,1,1714585.508,9989,2.704877868,5.501840347,5106496.159,5345478.019,1,295422.7458,11284,7.681044165,58.99894191,2179756.25,2181302.539,1,865898.4407,15811,4.1964655,16.15726002,3708249.693,3777277.609,1,10159.98305,9323,0.302285221,-0.449380618,5735.238869,11643.05426,1,5325.050847,4826,1.554228376,3.659806383,3933.764826,6600.635763,1,3
1131894.576,698211,6.293801595,44.42168973,2212835.987,2468771.858,1,4141384.559,217964,1.264339768,-0.411609266,7100719.346,8168029.223,1,3427636.542,19205,1.512440706,0.296458636,6795546.374,7559460.314,1,1714295.746,10101,2.704875753,5.501832353,5104953.643,5343936.502,1,577592.9492,8438,5.286527957,26.85738807,3055187.564,3083760.428,1,579004.0339,10269,5.286535926,26.85746641,3056758.812,3085555.225,1,8605.728814,6841,0.934381095,0.102787346,6884.787348,10984.3284,1,294123.7458,8280,7.680966948,58.99813732,2178843.949,2180230.719,1,3
2366081.356,30040,2.179688454,2.856318091,5755487.395,6177582.431,1,1728588.932,18794,2.704700782,5.501253904,5099253.502,5343190.766,1,1147243.729,9945,3.528732878,10.8178337,4244610.822,4362054.682,1,861389.7288,7040,4.19646191,16.15724911,3711979.064,3779846.828,1,1429507.051,9685,3.060397766,7.623469735,4703355.407,4877509.706,1,2000912.475,17003,2.420610866,3.993668921,5457447.053,5769104.793,1,579115.7288,11481,5.286543907,26.85749807,3054589.806,3083463.884,1,5132.084746,4307,3.05035247,14.25071766,4497.738379,6798.902039,1,3
1939648.254,143155,2.690728214,5.454960518,5038653.715,5359100.763,1,5442268.678,75299,0.781233495,-1.438894415,7865715.307,9509949.025,1,297651.0847,8426,7.679982154,58.98783901,2179259.761,2181117.79,1,1148052.78,11652,3.528727461,10.81780033,4244521.363,4362181.966,1,301301.8305,18760,7.680868372,58.99710926,2178144.957,2180524.276,1,6262549.508,29012,0.539548447,-1.770067942,8158306.157,10229828.18,1,2853181.034,18263,1.808128254,1.312703424,6332872.339,6896822.725,1,293436.9661,8953,7.68105362,58.99904025,2179754.696,2181032.957,1,4
676391.0169,350426,1.615494916,2.238444019,757364.4973,1010635.315,1,2683233.763,91252,1.981298302,1.996305291,6024878.414,6548561.929,1,2007882.119,12506,2.420438865,3.993182511,5456557.436,5770698.854,1,1148450.983,13556,3.528739854,10.81785733,4244999.877,4362744.489,1,2849769.576,12403,1.808132452,1.312713206,6333782.146,6896233.553,1,5696526.915,24655,0.698168192,-1.566845295,7989190.622,9756831.93,1,2575459.492,19121,1.983494248,2.001060555,6067865.548,6544305.401,1,293722.8983,7775,7.680987055,58.99834664,2179090.54,2180418.942,1,4
1740062.593,594230,3.380936433,10.13023586,4139626.392,4458012.475,1,4355565.339,149803,1.157591551,-0.68292888,7306503.945,8452876.363,1,1440541.949,13570,3.060164116,7.622578818,4698886.133,4876521.573,1,2000101.119,11330,2.420596502,3.993629631,5459015.823,5770282.404,1,2851305.373,13793,1.808128626,1.312705301,6334772.547,6897762.477,1,4275705.966,22183,1.158468289,-0.682228937,7351628.937,8450566.138,1,2287072.017,14934,2.184726708,2.869248395,5779895.248,6170223.979,1,576946.7288,9333,5.286527131,26.85737899,3054597.12,3083064.376,1,4
1337737.271,31354,3.472250377,10.54973258,4215536.881,4388518.318,1,2314284.254,23054,2.183932451,2.867261477,5771919.753,6173030.637,1,2570860.153,12344,1.983459563,2.000985005,6069914.315,6544364.715,1,2013837.983,12124,2.420282345,3.992742022,5455580.012,5771865.65,1,1999592.61,13827,2.420614055,3.993679063,5458824.65,5769928.364,1,4556081.797,19226,1.056410008,-0.916234059,7506881.43,8726741.087,1,1148651.627,13357,3.528754475,10.81793071,4244846.365,4362650.476,1,576266.0678,6754,5.286544456,26.85751665,3057651.959,3085912.582,1,4
2089552.627,426109,2.915762769,7.051287527,4565402.791,4985565.493,1,3229177.356,85620,1.649974089,0.751047649,6534279.129,7238833.849,1,876568.1525,12929,4.195131038,16.14989206,3708020.775,3779517.007,1,2566337.339,11754,1.983531201,2.001137354,6070975.876,6543557.502,1,1145771.898,11022,3.528761175,10.81794942,4244799.935,4361848.733,1,5415523.458,26900,0.781739035,-1.438810537,7884166.409,9509701.026,1,2288236.729,16455,2.18472454,2.869247247,5780496.771,6171209.674,1,576448.9322,6750,5.286547435,26.85755986,3056954.672,3085267.555,1,4
2529636.458,141425,2.160940662,2.8064895,5701273.971,6192952.555,1,3450333.746,30906,1.512193641,0.296110877,6781331.049,7557236.425,1,865107.5593,9906,4.196381447,16.15679855,3710621.265,3779385.306,1,1146402.949,11812,3.528756237,10.81792862,4244298,4361534.373,1,866265.6271,11973,4.19637156,16.15674787,3708858.075,3777948.93,1,5694326.237,29274,0.698180872,-1.56684477,7988660.743,9755120.649,1,2851397.847,14384,1.808136521,1.312723759,6336377.664,6899249.851,1,8449.610169,7535,0.385877562,-0.977480027,4653.623171,9627.30836,1,4
1558976.271,282492,3.428457638,10.34253402,4168657.726,4417417.44,1,4043903.898,64320,1.266814675,-0.409099202,7154529.67,8165345.814,1,1716869.644,11652,2.704848543,5.501749288,5105497.484,5345273.384,1,1431485.237,12329,3.060380211,7.623398305,4701976.994,4876783.347,1,1714309.169,13347,2.704880726,5.501842182,5102867.944,5341982.195,1,4845650.475,29090,0.960168019,-1.117104205,7642703.822,8994511.361,1,1716654.39,14982,2.704880045,5.501847532,5104701.537,5344456.889,1,293396.7119,8103,7.681004188,58.99852508,2178791.155,2180080.889,1,4
1808514.085,407925,3.014862757,7.445594886,4609021.137,4914646.163,1,3766522.966,99374,1.384440362,-0.086626027,6964795.7,7865932.778,1,3140313.305,20715,1.652500153,0.75526403,6573091.108,7234279.322,1,3134985.763,14206,1.652521889,0.755300091,6576147.912,7234699.632,1,2851426.542,12452,1.808126471,1.312701243,6334670.796,6897720.704,1,3705932.458,20587,1.384919817,-0.086060339,6996072.72,7864438.445,1,864828.9831,11988,4.196460596,16.15723424,3708964.432,3777722.424,1,7886.389831,4959,1.721763635,2.389074231,7504.441255,10842.38276,1,4
